Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Document Type,Publication Stage,Access Type,Source,EID
"Bhuvan K.C., Heydon S., Norris P.",37160961800;37097205400;7102791741;,Access to and use of medicines in the Annapurna region of Western Nepal and possible impacting factors,2019,Journal of Pharmaceutical Policy and Practice,12,1,11,,,,,10.1186/s40545-019-0172-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066823376&doi=10.1186%2fs40545-019-0172-3&partnerID=40&md5=b57565536f2613d252273ac6b5234a94,"School of Pharmacy, Monash University Malaysia, Jalan Lagoon Selatan, Subang Jaya, Selangor, 47500, Malaysia; School of Pharmacy, University of Otago, Dunedin, New Zealand","Bhuvan, K.C., School of Pharmacy, Monash University Malaysia, Jalan Lagoon Selatan, Subang Jaya, Selangor, 47500, Malaysia; Heydon, S., School of Pharmacy, University of Otago, Dunedin, New Zealand; Norris, P., School of Pharmacy, University of Otago, Dunedin, New Zealand",,,BioMed Central Ltd.,,,,,20523211,,,,Article,Final,Open Access,Scopus,2-s2.0-85066823376
"Ng B.T., Hung Y.M., Tan M.K.",57193099299;57209912098;16302325800;,Vibration isolation via Leidenfrost droplets,2019,Journal of Micromechanics and Microengineering,29,8,85003,,,,,10.1088/1361-6439/ab20bb,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069041185&doi=10.1088%2f1361-6439%2fab20bb&partnerID=40&md5=ed8cbee9dac430d34eb3dca729e3c745,"School of Engineering, Monash University Malaysia, 47500 Bandar Sunway, Selangor, Malaysia","Ng, B.T., School of Engineering, Monash University Malaysia, 47500 Bandar Sunway, Selangor, Malaysia; Hung, Y.M., School of Engineering, Monash University Malaysia, 47500 Bandar Sunway, Selangor, Malaysia; Tan, M.K., School of Engineering, Monash University Malaysia, 47500 Bandar Sunway, Selangor, Malaysia",,,Institute of Physics Publishing,,,,,9601317,,JMMIE,,Article,Final,,Scopus,2-s2.0-85069041185
Low B.,7101871066;,"The intersection of legitimacy needs, actions and reform policy: the case of private higher education",2019,Journal of Business and Industrial Marketing,34,5,,1041,1053,,,10.1108/JBIM-10-2018-0314,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066993273&doi=10.1108%2fJBIM-10-2018-0314&partnerID=40&md5=37b5b3048f99b97be5b08f9fd10344b8,"Department of Marketing, Monash University Malaysia, Bandar Sunway, Malaysia","Low, B., Department of Marketing, Monash University Malaysia, Bandar Sunway, Malaysia",,,Emerald Group Publishing Ltd.,,,,,8858624,,,,Article,Final,,Scopus,2-s2.0-85066993273
Cheah C.W.,57209251313;,The social-political roles of NGOs: a study on a triadic business network,2019,Journal of Business and Industrial Marketing,34,5,,994,1004,,,10.1108/JBIM-05-2018-0146,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066974480&doi=10.1108%2fJBIM-05-2018-0146&partnerID=40&md5=24e2edcab5820d9c47771773f4ee7947,"Marketing Department, Monash University, Bandar Sunway, Malaysia","Cheah, C.W., Marketing Department, Monash University, Bandar Sunway, Malaysia",,,Emerald Group Publishing Ltd.,,,,,8858624,,,,Article,Final,,Scopus,2-s2.0-85066974480
"Franke G., Sarstedt M.",7101732371;35957036000;,Heuristics versus statistics in discriminant validity testing: a comparison of four procedures,2019,Internet Research,29,3,,430,447,,11,10.1108/IntR-12-2017-0515,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060595942&doi=10.1108%2fIntR-12-2017-0515&partnerID=40&md5=019560d013be6a9a043a2c695f5347e4,"Department of Marketing, Culverhouse College of Business, University of Alabama, Tuscaloosa, AL, United States; Otto von Guericke Universitat Magdeburg, Magdeburg, Germany; School of Business and Global Asia in the 21st Century Research Platform, Monash University Malaysia, Subang Jaya, Malaysia","Franke, G., Department of Marketing, Culverhouse College of Business, University of Alabama, Tuscaloosa, AL, United States; Sarstedt, M., Otto von Guericke Universitat Magdeburg, Magdeburg, Germany, School of Business and Global Asia in the 21st Century Research Platform, Monash University Malaysia, Subang Jaya, Malaysia",,,Emerald Group Publishing Ltd.,,,,,10662243,,,,Article,Final,,Scopus,2-s2.0-85060595942
"Shiau W.-L., Sarstedt M., Hair J.F.",6602670816;35957036000;16230161100;,Internet research using partial least squares structural equation modeling (PLS-SEM),2019,Internet Research,29,3,,398,406,,1,10.1108/IntR-10-2018-0447,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064147941&doi=10.1108%2fIntR-10-2018-0447&partnerID=40&md5=748ffa32e116ad8ba855df49b118a3ca,"School of Management, Zhejiang University of Technology, Hangzhou, China; Otto von Guericke Universitat Magdeburg, Magdeburg, Germany; Monash University Malaysia, Subang Jaya, Malaysia; University of South Alabama, Mobile, AL, United States","Shiau, W.-L., School of Management, Zhejiang University of Technology, Hangzhou, China; Sarstedt, M., Otto von Guericke Universitat Magdeburg, Magdeburg, Germany, Monash University Malaysia, Subang Jaya, Malaysia; Hair, J.F., University of South Alabama, Mobile, AL, United States",,,Emerald Group Publishing Ltd.,,,,,10662243,,,,Editorial,Final,,Scopus,2-s2.0-85064147941
"Khan G.F., Sarstedt M., Shiau W.-L., Hair J.F., Ringle C.M., Fritze M.P.",35731712000;35957036000;6602670816;16230161100;23480356200;57202442567;,Methodological research on partial least squares structural equation modeling (PLS-SEM): An analysis based on social network approaches,2019,Internet Research,29,3,,407,429,,6,10.1108/IntR-12-2017-0509,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060594565&doi=10.1108%2fIntR-12-2017-0509&partnerID=40&md5=102677d0003e9a14117561ac323f2c6b,"Waikato Management School, University of Waikato, Hamilton, New Zealand; Faculty of Economics and Management, Otto-von-Guericke-University Magdeburg, Magdeburg, Germany; School of Business and Global Asia, 21st Century (GA21) Research Platform, Monash University Malaysia, Subang Jaya, Malaysia; School of Management, Zhejiang University of Technology, Hangzhou, China; Faculty of Marketing and Quantitative Methods, University of South Alabama, Mobile, AL, United States; Department of Management Science and Technology, Hamburg University of Technology (TUHH), Hamburg, Germany; Faculty of Management, Economics and Social Sciences, University of Cologne, Cologne, Germany","Khan, G.F., Waikato Management School, University of Waikato, Hamilton, New Zealand; Sarstedt, M., Faculty of Economics and Management, Otto-von-Guericke-University Magdeburg, Magdeburg, Germany, School of Business and Global Asia, 21st Century (GA21) Research Platform, Monash University Malaysia, Subang Jaya, Malaysia; Shiau, W.-L., School of Management, Zhejiang University of Technology, Hangzhou, China; Hair, J.F., Faculty of Marketing and Quantitative Methods, University of South Alabama, Mobile, AL, United States; Ringle, C.M., Waikato Management School, University of Waikato, Hamilton, New Zealand, Department of Management Science and Technology, Hamburg University of Technology (TUHH), Hamburg, Germany; Fritze, M.P., Faculty of Management, Economics and Social Sciences, University of Cologne, Cologne, Germany",,,Emerald Group Publishing Ltd.,,,,,10662243,,,,Article,Final,,Scopus,2-s2.0-85060594565
"Pathiranagama G.J., Namazi H.",57209269623;55308641800;,FRACTAL-BASED ANALYSIS of the EFFECT of MACHINING PARAMETERS on SURFACE FINISH of WORKPIECE in TURNING OPERATION,2019,Fractals,27,4,1950043,,,,2,10.1142/S0218348X19500439,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067125655&doi=10.1142%2fS0218348X19500439&partnerID=40&md5=e2cb4b3ff1775bc13fd25d57fa899a65,"Department of Mechanical Engineering, School of Engineering, Monash University, Selangor, Malaysia","Pathiranagama, G.J., Department of Mechanical Engineering, School of Engineering, Monash University, Selangor, Malaysia; Namazi, H., Department of Mechanical Engineering, School of Engineering, Monash University, Selangor, Malaysia",,,World Scientific Publishing Co. Pte Ltd,,,,,0218348X,,,,Article,Final,,Scopus,2-s2.0-85067125655
Namazi H.,55308641800;,"FRACTAL-BASED CLASSIFICATION of ELECTROMYOGRAPHY (EMG) SIGNAL between FINGERS and HAND'S BASIC MOVEMENTS, FUNCTIONAL MOVEMENTS, and FORCE PATTERNS",2019,Fractals,27,4,1950050,,,,1,10.1142/S0218348X19500506,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067107073&doi=10.1142%2fS0218348X19500506&partnerID=40&md5=07cb20551794244c173cb469968a80ad,"School of Engineering, Monash University, Selangor, Malaysia","Namazi, H., School of Engineering, Monash University, Selangor, Malaysia",,,World Scientific Publishing Co. Pte Ltd,,,,,0218348X,,,,Article,Final,,Scopus,2-s2.0-85067107073
"Soon K.L., Lim J.M.-Y., Parthiban R.",57205191659;57205183668;8208030400;,Extended pheromone-based short-term traffic forecasting models for vehicular systems,2019,Engineering Applications of Artificial Intelligence,82,,,60,75,,1,10.1016/j.engappai.2019.03.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063612829&doi=10.1016%2fj.engappai.2019.03.017&partnerID=40&md5=c10d7fe9beae2170617455d2ea9f7a4b,"Electrical and Computer Systems Engineering, School of Engineering, Monash University, Malaysia","Soon, K.L., Electrical and Computer Systems Engineering, School of Engineering, Monash University, Malaysia; Lim, J.M.-Y., Electrical and Computer Systems Engineering, School of Engineering, Monash University, Malaysia; Parthiban, R., Electrical and Computer Systems Engineering, School of Engineering, Monash University, Malaysia",,,Elsevier Ltd,,,,,9521976,,EAAIE,,Article,Final,,Scopus,2-s2.0-85063612829
"Emmanuel E., Lau C.C., Anggraini V., Pasbakhsh P.",57207694647;57207684481;35072537800;24482172900;,Stabilization of a soft marine clay using halloysite nanotubes: A multi-scale approach,2019,Applied Clay Science,173,,,65,78,,1,10.1016/j.clay.2019.03.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062701572&doi=10.1016%2fj.clay.2019.03.014&partnerID=40&md5=bc8934e139cbbb56709360e698d417d6,"Civil Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia; Mechanical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia","Emmanuel, E., Civil Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia; Lau, C.C., Civil Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia; Anggraini, V., Civil Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia; Pasbakhsh, P., Mechanical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia",,,Elsevier Ltd,,,,,1691317,,ACLSE,,Article,Final,,Scopus,2-s2.0-85062701572
"Namazi H., Jafari S.",55308641800;55196116900;,DECODING of SIMPLE HAND MOVEMENTS by FRACTAL ANALYSIS of ELECTROMYOGRAPHY (EMG) SIGNAL,2019,Fractals,27,4,1950042,,,,3,10.1142/S0218348X19500427,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066065729&doi=10.1142%2fS0218348X19500427&partnerID=40&md5=d155caf3adbec53cf8d9865366d6451e,"School of Engineering, Monash University, Selangor, Malaysia; Biomedical Engineering Department, Amirkabir University of Technology, Tehran, 15875-4413, Iran","Namazi, H., School of Engineering, Monash University, Selangor, Malaysia; Jafari, S., Biomedical Engineering Department, Amirkabir University of Technology, Tehran, 15875-4413, Iran",,,World Scientific Publishing Co. Pte Ltd,,,,,0218348X,,,,Article,Final,,Scopus,2-s2.0-85066065729
"Chow E.M.T., Guo N., Chong E., Wang X.",57201119786;7102597785;57203195175;36349035500;,Surface Measurement Using Compressed Wavefront Sensing,2019,Photonic Sensors,9,2,,115,125,,,10.1007/s13320-018-0521-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064282034&doi=10.1007%2fs13320-018-0521-x&partnerID=40&md5=fe1e9959fbf65f0bffa5489e2dd2213d,"School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500, Malaysia; Department of Electrical and Computer Engineering, Colorado State University, Fort Collins, CO  80623, United States","Chow, E.M.T., School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500, Malaysia; Guo, N., School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500, Malaysia; Chong, E., Department of Electrical and Computer Engineering, Colorado State University, Fort Collins, CO  80623, United States; Wang, X., School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500, Malaysia",,,Springer Verlag,,,,,16749251,,,,Article,Final,Open Access,Scopus,2-s2.0-85064282034
"Gan H.M., Linton S.M., Austin C.M.",57194437456;7006375727;57200196993;,"Two reads to rule them all: Nanopore long read-guided assembly of the iconic Christmas Island red crab, Gecarcoidea natalis (Pocock, 1888), mitochondrial genome and the challenges of AT-rich mitogenomes",2019,Marine Genomics,45,,,64,71,,,10.1016/j.margen.2019.02.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063403649&doi=10.1016%2fj.margen.2019.02.002&partnerID=40&md5=d42e3942563417794e9cfdabcafde72d,"Deakin Genomics Centre, Deakin University, Geelong, Victoria  3220, Australia; School of Life and Environmental Sciences, Deakin University, Geelong, Victoria  3220, Australia; School of Science, Monash University Malaysia, Bandar Sunway, Selangor  47500, Malaysia","Gan, H.M., Deakin Genomics Centre, Deakin University, Geelong, Victoria  3220, Australia, School of Life and Environmental Sciences, Deakin University, Geelong, Victoria  3220, Australia, School of Science, Monash University Malaysia, Bandar Sunway, Selangor  47500, Malaysia; Linton, S.M., School of Life and Environmental Sciences, Deakin University, Geelong, Victoria  3220, Australia; Austin, C.M., Deakin Genomics Centre, Deakin University, Geelong, Victoria  3220, Australia, School of Life and Environmental Sciences, Deakin University, Geelong, Victoria  3220, Australia, School of Science, Monash University Malaysia, Bandar Sunway, Selangor  47500, Malaysia",,,Elsevier B.V.,,,,,18747787,,,30928201,Article,Final,,Scopus,2-s2.0-85063403649
"Low L.E., Wong S.K., Tang S.Y., Chew C.L., De Silva H.A., Lee J.M.V., Hoo C.H., Kenrick K.",57190969255;57206938061;54942550100;57206940116;57206936579;57206939588;57206936876;57206937200;,Production of highly uniform Pickering emulsions by novel high-intensity ultrasonic tubular reactor (HUTR),2019,Ultrasonics Sonochemistry,54,,,121,128,,,10.1016/j.ultsonch.2019.02.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062144995&doi=10.1016%2fj.ultsonch.2019.02.008&partnerID=40&md5=3394f9b509fdd2b394e2970075470bc5,"Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang JayaSelangor, Malaysia; Advanced Engineering Platform, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang JayaSelangor, Malaysia; Processing Technology, Sime Darby Research, R&D Centre – Carey Island, Lot 2664 Jalan Pulau Carey, 42960 Pulau CareySelangor, Malaysia","Low, L.E., Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang JayaSelangor, Malaysia, Advanced Engineering Platform, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang JayaSelangor, Malaysia; Wong, S.K., Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang JayaSelangor, Malaysia; Tang, S.Y., Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang JayaSelangor, Malaysia, Advanced Engineering Platform, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang JayaSelangor, Malaysia; Chew, C.L., Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang JayaSelangor, Malaysia, Processing Technology, Sime Darby Research, R&D Centre – Carey Island, Lot 2664 Jalan Pulau Carey, 42960 Pulau CareySelangor, Malaysia; De Silva, H.A., Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang JayaSelangor, Malaysia; Lee, J.M.V., Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang JayaSelangor, Malaysia; Hoo, C.H., Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang JayaSelangor, Malaysia; Kenrick, K., Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500 Subang JayaSelangor, Malaysia",,,Elsevier B.V.,,,,,13504177,,ULSOE,30827901,Article,Final,,Scopus,2-s2.0-85062144995
