Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Publication Stage,Access Type,Source,EID
"Leong J.Y.C., Balan P., Chong M.N., Poh P.E.","57195460061;55437618800;24491709500;26639683100;","Life-cycle assessment and life-cycle cost analysis of decentralised rainwater harvesting, greywater recycling and hybrid rainwater-greywater systems",2019,"Journal of Cleaner Production","229",,,"1211","1224",,,"10.1016/j.jclepro.2019.05.046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065651321&doi=10.1016%2fj.jclepro.2019.05.046&partnerID=40&md5=a0cec2aa2298fde592e5e762c188d2b9","School of Engineering, Chemical Engineering Discipline, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia; Sustainable Water Alliance, Advanced Engineering Platform, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia","Leong, J.Y.C., School of Engineering, Chemical Engineering Discipline, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia; Balan, P., School of Engineering, Chemical Engineering Discipline, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia; Chong, M.N., School of Engineering, Chemical Engineering Discipline, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia, Sustainable Water Alliance, Advanced Engineering Platform, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia; Poh, P.E., School of Engineering, Chemical Engineering Discipline, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia, Sustainable Water Alliance, Advanced Engineering Platform, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia",Article,"Final",,Scopus,2-s2.0-85065651321
"Dong A.N., Ahemad N., Pan Y., Palanisamy U.D., Yiap B.C., Ong C.E.","57190966052;57201095217;57192089104;8409861600;10243511200;22945090700;","Functional and structural characterisation of common cytochrome P450 2D6 allelic variants—roles of Pro34 and Thr107 in catalysis and inhibition",2019,"Naunyn-Schmiedeberg's Archives of Pharmacology","392","8",,"1015","1029",,,"10.1007/s00210-019-01651-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065041068&doi=10.1007%2fs00210-019-01651-0&partnerID=40&md5=2de2970a4bb3a061ec5dc4b1db711ae3","School of Pharmacy, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor  47500, Malaysia; Department of Biomedical Science, University of Nottingham Malaysia Campus, Jalan Broga, Semenyih, Selangor  43500, Malaysia; Jeffrey Cheach School of Medicine and Health Sciences, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor  47500, Malaysia; School of Pharmacy, International Medical University, 126, Jalan Jalil Perkasa 19, Bukit Jalil, Kuala Lumpur, 57000, Malaysia","Dong, A.N., School of Pharmacy, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor  47500, Malaysia; Ahemad, N., School of Pharmacy, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor  47500, Malaysia; Pan, Y., Department of Biomedical Science, University of Nottingham Malaysia Campus, Jalan Broga, Semenyih, Selangor  43500, Malaysia; Palanisamy, U.D., Jeffrey Cheach School of Medicine and Health Sciences, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor  47500, Malaysia; Yiap, B.C., School of Pharmacy, International Medical University, 126, Jalan Jalil Perkasa 19, Bukit Jalil, Kuala Lumpur, 57000, Malaysia; Ong, C.E., School of Pharmacy, International Medical University, 126, Jalan Jalil Perkasa 19, Bukit Jalil, Kuala Lumpur, 57000, Malaysia",Article,"Final",,Scopus,2-s2.0-85065041068
"Hoi S.M., Teh A.L., Ooi E.H., Chew I.M.L., Foo J.J.","57208665398;56725274500;14007532900;25927856100;55927919900;","Plate-fin heat sink forced convective heat transfer augmentation with a fractal insert",2019,"International Journal of Thermal Sciences","142",,,"392","406",,1,"10.1016/j.ijthermalsci.2019.04.035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065487709&doi=10.1016%2fj.ijthermalsci.2019.04.035&partnerID=40&md5=3ff50ccfef0f78957d184d115b48ee77","School of Engineering, Monash University Malaysia, Bandar Sunway, Selangor, 47500, Malaysia","Hoi, S.M., School of Engineering, Monash University Malaysia, Bandar Sunway, Selangor, 47500, Malaysia; Teh, A.L., School of Engineering, Monash University Malaysia, Bandar Sunway, Selangor, 47500, Malaysia; Ooi, E.H., School of Engineering, Monash University Malaysia, Bandar Sunway, Selangor, 47500, Malaysia; Chew, I.M.L., School of Engineering, Monash University Malaysia, Bandar Sunway, Selangor, 47500, Malaysia; Foo, J.J., School of Engineering, Monash University Malaysia, Bandar Sunway, Selangor, 47500, Malaysia",Article,"Final",,Scopus,2-s2.0-85065487709
"Fernando W.A.M., Ilankoon I.M.S.K., Krishnan S.G., Chokshi V.","57199050251;55315310100;57209511524;57209497059;","The effects of packing shape and structure on liquid distribution of heap leaching systems: Addition of PCBs as non-ore particles",2019,"Hydrometallurgy","187",,,"149","157",,,"10.1016/j.hydromet.2019.05.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067920006&doi=10.1016%2fj.hydromet.2019.05.010&partnerID=40&md5=c5392380fb6be44a32e6a237e6ba2a5c","Discipline of Chemical Engineering, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia","Fernando, W.A.M., Discipline of Chemical Engineering, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia; Ilankoon, I.M.S.K., Discipline of Chemical Engineering, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia; Krishnan, S.G., Discipline of Chemical Engineering, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia; Chokshi, V., Discipline of Chemical Engineering, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor Darul Ehsan  47500, Malaysia",Article,"Final",,Scopus,2-s2.0-85067920006
"Ng I.-S., Song C.P., Ooi C.W., Tey B.T., Lee Y.-H., Chang Y.-K.","57190488178;56988244600;57044293800;57195357589;57208754731;7501844120;","Purification of lysozyme from chicken egg white using nanofiber membrane immobilized with Reactive Orange 4 dye",2019,"International Journal of Biological Macromolecules","134",,,"458","468",,,"10.1016/j.ijbiomac.2019.05.054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065722638&doi=10.1016%2fj.ijbiomac.2019.05.054&partnerID=40&md5=becffd0ae6b0afcf138cc8bb928a6031","Department of Chemical Engineering, National Cheng Kung University, Tainan, 70101, Taiwan; Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor  47500, Malaysia; Advanced Engineering Platform, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor  47500, Malaysia; Department of Chemical Engineering/Graduate School of Biochemical Engineering, Ming Chi University of Technology, New Taipei City, 24301, Taiwan","Ng, I.-S., Department of Chemical Engineering, National Cheng Kung University, Tainan, 70101, Taiwan; Song, C.P., Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor  47500, Malaysia, Advanced Engineering Platform, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor  47500, Malaysia; Ooi, C.W., Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor  47500, Malaysia; Tey, B.T., Chemical Engineering Discipline, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor  47500, Malaysia, Advanced Engineering Platform, School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor  47500, Malaysia; Lee, Y.-H., Department of Chemical Engineering/Graduate School of Biochemical Engineering, Ming Chi University of Technology, New Taipei City, 24301, Taiwan; Chang, Y.-K., Department of Chemical Engineering/Graduate School of Biochemical Engineering, Ming Chi University of Technology, New Taipei City, 24301, Taiwan",Article,"Final",,Scopus,2-s2.0-85065722638
"Soon K.L., Lim J.M.-Y., Parthiban R.","57205191659;57205183668;8208030400;","Coordinated Traffic Light Control in Cooperative Green Vehicle Routing for Pheromone-based Multi-Agent Systems",2019,"Applied Soft Computing Journal","81",, 105486,"","",,,"10.1016/j.asoc.2019.105486","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065834735&doi=10.1016%2fj.asoc.2019.105486&partnerID=40&md5=38f8503e5c7e1aa797f724abc2e11b69","Electrical and Computer Systems Engineering, School of Engineering, Monash University, Jalan Lagoon Selatan, Bandar Sunway, Selangor, Subang Jaya  47500, Malaysia","Soon, K.L., Electrical and Computer Systems Engineering, School of Engineering, Monash University, Jalan Lagoon Selatan, Bandar Sunway, Selangor, Subang Jaya  47500, Malaysia; Lim, J.M.-Y., Electrical and Computer Systems Engineering, School of Engineering, Monash University, Jalan Lagoon Selatan, Bandar Sunway, Selangor, Subang Jaya  47500, Malaysia; Parthiban, R., Electrical and Computer Systems Engineering, School of Engineering, Monash University, Jalan Lagoon Selatan, Bandar Sunway, Selangor, Subang Jaya  47500, Malaysia",Article,"Final",,Scopus,2-s2.0-85065834735
"KC B., Shrestha S., Bastakoti S., Khanal S.","55943135900;57202894350;55643906300;26535941800;","Shall discretionary funds donated to developing countries be used in health system strengthening rather than short-term global health interest?",2019,"Public Health","173",,,"48","49",,,"10.1016/j.puhe.2019.05.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067884855&doi=10.1016%2fj.puhe.2019.05.008&partnerID=40&md5=652e6900b6c855c93f44259130b382d5","School of Pharmacy, Monash University Malaysia, Subang Jaya, Malaysia; Sankalpa Foundation, Kaski, Pokhara, Nepal; Nepal Cancer Hospital and Research Center, Lalitpur, Nepal; Nepal Health Research and Innovation Foundation, Nepal; Shree Birendra Hospital, Chhauni, Kathmandu, Nepal","KC, B., School of Pharmacy, Monash University Malaysia, Subang Jaya, Malaysia, Sankalpa Foundation, Kaski, Pokhara, Nepal; Shrestha, S., Nepal Cancer Hospital and Research Center, Lalitpur, Nepal, Nepal Health Research and Innovation Foundation, Nepal; Bastakoti, S., Shree Birendra Hospital, Chhauni, Kathmandu, Nepal; Khanal, S., Nepal Health Research and Innovation Foundation, Nepal",Letter,"Final",,Scopus,2-s2.0-85067884855
"Rovie-Ryan J.J., Gani M., Lee Y.P., Gan H.M., Abdullah M.T.","24073533900;57191871274;56754352500;57194437456;36558924800;","Mitogenome data of Nycticebus coucang insularis Robinson, 1917 (Primate: Lorisidae)",2019,"Data in Brief","25",, 104058,"","",,1,"10.1016/j.dib.2019.104058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066931785&doi=10.1016%2fj.dib.2019.104058&partnerID=40&md5=29bb12bc67ac94892cd96914f64e5007","National Wildlife Forensic Laboratory (NWFL), Ex-Situ Conservation Division, Department of Wildlife and National Parks (PERHILITAN) Peninsular Malaysia, KM 10 Jalan Cheras, Kuala Lumpur, 56100, Malaysia; Institute of Tropical Biodiversity and Sustainable Development, Universiti Malaysia Terengganu, Kuala Nerus, Terengganu  21030, Malaysia; Monash University Malaysia Genomics Facility, Tropical Medicine and Biology Multidisciplinary Platform, Bandar SunwaySelangor Darul Ehsan  47500, Malaysia; School of Life & Environmental Sciences, Deakin University, Geelong, Victoria  3220, Australia; Deakin Genomics Centre, Deakin University, Geelong, Victoria  3220, Australia","Rovie-Ryan, J.J., National Wildlife Forensic Laboratory (NWFL), Ex-Situ Conservation Division, Department of Wildlife and National Parks (PERHILITAN) Peninsular Malaysia, KM 10 Jalan Cheras, Kuala Lumpur, 56100, Malaysia, Institute of Tropical Biodiversity and Sustainable Development, Universiti Malaysia Terengganu, Kuala Nerus, Terengganu  21030, Malaysia; Gani, M., National Wildlife Forensic Laboratory (NWFL), Ex-Situ Conservation Division, Department of Wildlife and National Parks (PERHILITAN) Peninsular Malaysia, KM 10 Jalan Cheras, Kuala Lumpur, 56100, Malaysia; Lee, Y.P., Monash University Malaysia Genomics Facility, Tropical Medicine and Biology Multidisciplinary Platform, Bandar SunwaySelangor Darul Ehsan  47500, Malaysia, Deakin Genomics Centre, Deakin University, Geelong, Victoria  3220, Australia; Gan, H.M., Monash University Malaysia Genomics Facility, Tropical Medicine and Biology Multidisciplinary Platform, Bandar SunwaySelangor Darul Ehsan  47500, Malaysia, School of Life & Environmental Sciences, Deakin University, Geelong, Victoria  3220, Australia; Abdullah, M.T., Institute of Tropical Biodiversity and Sustainable Development, Universiti Malaysia Terengganu, Kuala Nerus, Terengganu  21030, Malaysia",Data Paper,"Final",Open Access,Scopus,2-s2.0-85066931785
"Wasserman R.J., Dick J.T.A., Welch R.J., Dalu T., Magellan K.","36197484800;7201749438;56990720400;55427284200;8694902500;","Site and species selection for religious release of non-native fauna",2019,"Conservation Biology","33","4",,"969","971",,1,"10.1111/cobi.13250","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059582359&doi=10.1111%2fcobi.13250&partnerID=40&md5=cf1eb6457af33ee00459da6ffdd7e45d","School of Science, Monash University Malaysia, Jalan Lagoon Selatan, 47500 Bandar Sunway, Subang Jaya, Selangor Darul Ehsan, Malaysia; Department of Biological Sciences and Biotechnology, Botswana International University of Science and Technology, Private Bag 16, Palapye, Botswana; Institute for Global Food Security, School of Biological Sciences, Queen's University Belfast, Belfast, BT9 7BL, United Kingdom; School of Biology and Environmental Sciences, University of Mpumalanga, Private Bag X11283, Nelspruit, 1200, South Africa; Department of Ecology and Resource Management, University of Venda, Thohoyandou, 0950, South Africa; School of Biological Sciences, University of Hong Kong, Pokfulam Road, Hong Kong","Wasserman, R.J., School of Science, Monash University Malaysia, Jalan Lagoon Selatan, 47500 Bandar Sunway, Subang Jaya, Selangor Darul Ehsan, Malaysia, Department of Biological Sciences and Biotechnology, Botswana International University of Science and Technology, Private Bag 16, Palapye, Botswana; Dick, J.T.A., Institute for Global Food Security, School of Biological Sciences, Queen's University Belfast, Belfast, BT9 7BL, United Kingdom; Welch, R.J., School of Biology and Environmental Sciences, University of Mpumalanga, Private Bag X11283, Nelspruit, 1200, South Africa; Dalu, T., Department of Ecology and Resource Management, University of Venda, Thohoyandou, 0950, South Africa; Magellan, K., School of Biological Sciences, University of Hong Kong, Pokfulam Road, Hong Kong",Article,"Final",,Scopus,2-s2.0-85059582359
"Chiong M.C., Chong C.T., Ng J.-H., Tran M.-V., Lam S.S., Valera-Medina A., Mohd Jaafar M.N.","56747557600;56962789000;57158527100;56539359800;23035028500;56013526700;56500762400;","Combustion and emission performances of coconut, palm and soybean methyl esters under reacting spray flame conditions",2019,"Journal of the Energy Institute","92","4",,"1034","1044",,2,"10.1016/j.joei.2018.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050892566&doi=10.1016%2fj.joei.2018.07.003&partnerID=40&md5=5dcd52297955846e2b4db5e68801675f","Faculty of Mechanical Engineering, Universiti Teknologi Malaysia, Skudai, Johor  81310, Malaysia; UTM Centre for Low Carbon Transport in Cooperation with Imperial College London, Universiti Teknologi Malaysia, Skudai, Johor  81310, Malaysia; Faculty of Engineering and the Environment, University of Southampton Malaysia, Iskandar Puteri, Johor  79200, Malaysia; Energy Technology Research Group, Engineering Sciences, University of SouthamptonHampshire  SO17 1BJ, United Kingdom; School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor  47500, Malaysia; Eastern Corridor Renewable Energy Group (ECRE), Environmental Technology Programme, School of Ocean Engineering, Universiti Malaysia Terengganu, Kuala Terengganu, Terengganu  21030, Malaysia; College of Physical Sciences and Engineering, Cardiff University, Wales, United Kingdom","Chiong, M.C., Faculty of Mechanical Engineering, Universiti Teknologi Malaysia, Skudai, Johor  81310, Malaysia; Chong, C.T., Faculty of Mechanical Engineering, Universiti Teknologi Malaysia, Skudai, Johor  81310, Malaysia, UTM Centre for Low Carbon Transport in Cooperation with Imperial College London, Universiti Teknologi Malaysia, Skudai, Johor  81310, Malaysia; Ng, J.-H., UTM Centre for Low Carbon Transport in Cooperation with Imperial College London, Universiti Teknologi Malaysia, Skudai, Johor  81310, Malaysia, Faculty of Engineering and the Environment, University of Southampton Malaysia, Iskandar Puteri, Johor  79200, Malaysia, Energy Technology Research Group, Engineering Sciences, University of SouthamptonHampshire  SO17 1BJ, United Kingdom; Tran, M.-V., School of Engineering, Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, Selangor  47500, Malaysia; Lam, S.S., Eastern Corridor Renewable Energy Group (ECRE), Environmental Technology Programme, School of Ocean Engineering, Universiti Malaysia Terengganu, Kuala Terengganu, Terengganu  21030, Malaysia; Valera-Medina, A., College of Physical Sciences and Engineering, Cardiff University, Wales, United Kingdom; Mohd Jaafar, M.N., Faculty of Mechanical Engineering, Universiti Teknologi Malaysia, Skudai, Johor  81310, Malaysia",Article,"Final",,Scopus,2-s2.0-85050892566
